ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
A8F6339119750593190A00A,150907,2007-06-12 11:36:12.133000000,B,36,Completed,2010-01-13,0.127,0.12,0.11,,,,,,,0,IL,Other,Self-employed,124.0,True,True,C80D337515684920818AB06,2007-06-12 11:17:36.437000000,700.0,719.0,1993-10-26 00:00:00,10.0,9.0,32.0,6,217.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,5655.0,0.57,2000.0,30.0,1.0,2.0,2.95,"$1-24,999",True,416.666667,12573391533422496D79B6D,,,,,,,,,0,,81,16297,5000,2007-06-22 00:00:00,Q2 2007,04B9338860758058729504A,166.07,5950.97,5000.0,950.97,-79.25,0.0,0.0,0.0,0.0,1.0,0,0,0.0,182
CB9933881608719852E639A,126845,2007-04-21 14:34:04.547000000,D,36,Completed,2008-09-23,0.23456999999999997,0.2271,0.2171,,,,,,,0,CA,Food Service,Part-time,27.0,False,True,4B9233663307316020D2B77,2007-04-07 00:42:27.140000000,620.0,639.0,2006-05-02 00:00:00,6.0,5.0,6.0,5,40.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,531.0,0.1,4669.0,6.0,1.0,4.0,2.94,"$1-24,999",True,79.166667,22B3338832518674378DAA6,,,,,,,,,0,,82,14579,5000,2007-05-03 00:00:00,Q2 2007,45433383335245061015B41,192.79,6304.4,5000.0,1304.4,-57.45,0.0,0.0,0.0,0.0,1.0,0,0,0.0,114
55C13377190612385CC050F,79869,2006-12-31 17:32:43.757000000,C,36,Completed,2010-01-11,0.16044,0.1425,0.1325,,,,,,,0,,Other,Not available,,False,True,5C053376140307162F1E992,2006-12-17 09:22:35.257000000,640.0,659.0,1995-05-10 00:00:00,,,13.0,1,40.0,0.0,0.0,2.0,,3.0,1.0,,,,,,,,2.65,Not displayed,True,1000.0,9AAC3379438547172E87517,,,,,,,,,0,,86,6310,1000,2007-01-11 00:00:00,Q1 2007,C38A33759998150096C3A6B,34.3,1226.4,1000.0,226.4,-8.23,0.0,0.0,0.0,0.0,1.0,0,0,0.0,34
351F3382966172637853C66,103181,2007-02-24 16:39:51.117000000,C,36,Defaulted,2007-12-06,0.14419,0.13,0.115,,,,,,,0,NE,Other,Full-time,164.0,True,True,CD0E3364909037313F32874,2007-02-15 11:02:05.177000000,640.0,659.0,1997-02-02 00:00:00,14.0,11.0,54.0,5,223.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,5388.0,0.74,884.0,46.0,0.91,5.0,10.01,"$50,000-74,999",True,4333.333333,52D233839664730000FFF51,,,,,,,,,1645,1.0,84,8201,1250,2007-03-07 00:00:00,Q1 2007,2DE73380799758706C650A7,42.12,208.64,159.76,48.88,-3.92,0.0,1090.24,1090.24,31.44,1.0,0,0,0.0,41
1500356602611805129C8FC,688021,2012-12-17 08:59:19.190000000,,36,Current,,0.35796999999999995,0.3177,0.3077,0.2799,0.1625,0.1174,1.0,HR,4.0,1,TN,Other,Employed,87.0,False,False,,2012-11-26 11:16:51,720.0,739.0,1989-10-13 00:00:00,15.0,13.0,27.0,12,843.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30532.0,0.79,7264.0,27.0,1.0,0.0,10.01,"$1-24,999",True,2.333333,E76D3670362784373C609FD,,,,,,,,,0,,15,79512,2000,2012-12-27 00:00:00,Q4 2012,E7AD3563581662749206E6D,86.85,1215.9,564.25,651.65,-20.51,0.0,0.0,0.0,0.0,1.0,0,0,0.0,41
67FC3545640804718AF03C4,586257,2012-05-07 08:51:54.110000000,,36,Current,,0.33973000000000003,0.2999,0.2899,0.2766,0.149,0.1276,2.0,E,1.0,1,MD,Doctor,Employed,238.0,True,False,,2012-05-04 18:35:30,620.0,639.0,1988-07-01 00:00:00,9.0,8.0,39.0,6,122.0,1.0,5.0,14.0,24150.0,23.0,0.0,0.0,2655.0,0.92,90.0,36.0,0.58,0.0,2.02,"$100,000+",True,15000.0,EA0F3651017806695677535,1.0,9.0,9.0,0.0,0.0,7500.0,6240.19,-74.0,0,,22,65484,3000,2012-05-09 00:00:00,Q2 2012,0CE93521153317597B9C8BD,127.34,2674.14,1417.84,1256.3,-41.89,0.0,0.0,0.0,0.0,1.0,0,0,0.0,46
357A3389373652083811F04,133906,2007-05-07 11:54:19.793000000,AA,36,Chargedoff,2007-12-21,0.13452999999999998,0.1275,0.115,,,,,,,0,FL,Other,Full-time,37.0,True,True,EF1133765531293222EC358,2007-05-06 13:22:22.607000000,760.0,779.0,2000-10-26 00:00:00,9.0,9.0,15.0,3,51.0,8.0,24.0,0.0,0.0,9.0,0.0,0.0,392.0,0.47,237.0,12.0,0.76,1.0,10.01,"$1-24,999",False,0.083333,1CD633890121323339735EF,,,,,,,,,2392,7.0,82,15185,5000,2007-05-22 00:00:00,Q2 2007,424D33894801936241D0024,167.87,313.44,196.62,116.82,-4.86,0.0,4803.38,4803.38,0.0,1.0,0,0,0.0,84
32B43385854999542FD5430,123439,2007-04-14 06:49:55.117000000,C,36,Chargedoff,2008-12-28,0.29775999999999997,0.29,0.265,,,,,,,0,IL,Other,Self-employed,18.0,True,True,9BBE337094173775621CD34,2007-04-06 21:40:03.183000000,640.0,659.0,1994-03-29 00:00:00,13.0,12.0,35.0,11,868.0,2.0,11.0,3.0,216.0,0.0,1.0,0.0,27966.0,0.9,3434.0,27.0,0.83,2.0,10.01,"$1-24,999",False,0.083333,66BA3387456858177FBB444,,,,,,,,,2021,20.0,83,13566,20000,2007-04-27 00:00:00,Q2 2007,346533860792302678A849D,838.11,15890.69,10941.28,4949.41,-179.98,0.0,9058.73,9058.72,0.0,1.0,0,0,0.0,172
7E5A33834421447601CF932,103060,2007-02-24 09:20:00.763000000,D,36,Chargedoff,2008-08-05,0.21739,0.21,0.2,,,,,,,0,,Professional,Full-time,61.0,True,True,C07C336543386616969CA05,2007-02-24 09:04:02.983000000,620.0,639.0,1971-06-01 00:00:00,14.0,12.0,45.0,11,3902.0,10.0,32.0,8.0,16331.0,0.0,0.0,0.0,246710.0,1.0,21.0,42.0,0.69,1.0,10.01,"$1-24,999",False,0.083333,5C8333829803010314A41FB,,,,,,,,,2164,17.0,84,8148,5000,2007-03-06 00:00:00,Q1 2007,9B0E3380701158198D4595E,188.38,2260.56,1330.53,930.03,-44.29,0.0,3669.47,3669.47,0.0,1.0,1,1,50.0,128
BF943373758930591137DF3,66100,2006-11-25 09:25:26.320000000,C,36,Completed,2009-12-05,0.19914,0.19,0.18,,,,,,,0,,Teacher's Aide,Not available,,False,True,3D4D3366260257624AB272D,2006-11-25 09:20:57.090000000,640.0,659.0,1985-09-25 00:00:00,,,64.0,13,276.0,15.0,49.0,17.0,,99.0,0.0,,,,,,,,10.01,Not displayed,True,100.0,2A5E3374895331212D7184B,,,,,,,,,0,,87,5173,2000,2006-12-05 00:00:00,Q4 2006,27D033651240301634F0128,1.08,2653.92,2000.0,653.92,-17.48,0.0,0.0,0.0,0.0,1.0,0,0,0.0,11
59CF3416832763920A60DD9,295627,2008-03-19 11:30:26.063000000,AA,36,Completed,2011-03-15,0.10692,0.1,0.1,,,,,,,3,WA,Other,Not employed,7.0,True,False,,2008-03-07 21:17:39.787000000,780.0,799.0,1998-08-14 00:00:00,14.0,14.0,24.0,11,531.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,53349.0,0.51,50631.0,22.0,0.9,1.0,10.01,Not employed,True,37.5,9A3634164681008717578E3,,,,,,,,,0,,72,29036,3500,2008-03-31 00:00:00,Q1 2008,90203414854969151DAFA35,112.94,4065.71,3500.0,565.71,0.0,0.0,0.0,0.0,0.0,1.0,2,2,350.0,146
BFFF33866448217576E654D,119455,2007-04-05 10:49:50.630000000,B,36,Chargedoff,2008-03-24,0.20735,0.2,0.17,,,,,,,0,,Other,Full-time,16.0,False,True,783C3371218786870A73D20,2007-03-27 12:48:43.800000000,700.0,719.0,1998-11-15 00:00:00,8.0,4.0,13.0,3,373.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,8538.0,0.75,2717.0,13.0,0.69,1.0,5.1,"$1-24,999",True,275.0,07BE33878995300342730EA,,,,,,,,,2268,11.0,83,13190,18000,2007-04-24 00:00:00,Q2 2007,BF3F338543562553921854F,668.94,3897.08,2209.22,1687.86,-58.27,-267.58,15790.78,15790.78,964.72,1.0,0,0,0.0,148
A04A3423849399870253868,349025,2008-06-11 18:36:46.933000000,B,36,Completed,2010-03-15,0.15629,0.142,0.132,,,,,,,4,KS,Other,Retired,40.0,True,False,,2008-06-11 18:29:08.200000000,680.0,699.0,1995-03-04 00:00:00,12.0,8.0,35.0,4,178.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,5622.0,0.48,5978.0,27.0,0.85,4.0,2.11,"$1-24,999",True,557.0,FC8534246827744308C0728,,,,,,,,,0,,69,33132,3000,2008-06-20 00:00:00,Q2 2008,84773424148394489A748AC,102.82,3562.01,3000.0,562.01,-39.58,0.0,0.0,0.0,0.0,1.0,0,0,0.0,91
14ED3393297728018372CEF,155790,2007-06-21 08:16:00.873000000,A,36,Completed,2007-11-06,0.12345,0.1059,0.1009,,,,,,,0,FL,Sales - Retail,Self-employed,101.0,True,True,6A3B336601725506917317E,2007-06-21 08:10:54.797000000,720.0,739.0,1995-02-01 00:00:00,12.0,11.0,21.0,9,292.0,4.0,18.0,0.0,0.0,0.0,1.0,0.0,3330.0,0.22,11228.0,21.0,0.9,1.0,10.01,"$1-24,999",False,0.083333,F32A3393950889753CE0FCB,,,,,,,,,0,,81,16531,1000,2007-06-29 00:00:00,Q2 2007,7C25336640356017284248A,32.54,1036.23,1000.0,36.23,-1.7,0.0,0.0,0.0,0.0,1.0,0,0,0.0,43
AE953417585316064D81E69,299182,2008-03-25 14:30:01.937000000,C,36,Completed,2011-04-08,0.27305999999999997,0.25,0.24,,,,,,,4,UT,Other,Self-employed,20.0,True,False,,2008-03-25 14:21:46.110000000,640.0,659.0,1985-11-01 00:00:00,14.0,14.0,26.0,13,1748.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,134038.0,0.98,1892.0,24.0,0.95,0.0,7.59,"$1-24,999",True,233.333333,4CE73417268721561F2B496,,,,,,,,,0,,71,29399,4000,2008-04-08 00:00:00,Q2 2008,A2563415446839678574A8E,156.61,5727.87,3999.98,1727.89,-69.14,0.0,0.0,0.0,0.0,1.0,0,0,0.0,83
50C13540031433401D124A1,562357,2012-02-24 09:35:33.687000000,,36,Defaulted,2012-11-27,0.33553,0.2958,0.2858,0.2727,0.147,0.1257,2.0,E,6.0,1,NJ,Skilled Labor,Employed,45.0,False,False,,2012-02-24 09:35:29,680.0,699.0,1984-10-24 00:00:00,7.0,8.0,12.0,8,206.0,1.0,5.0,1.0,260.0,0.0,0.0,0.0,6067.0,0.05,48438.0,11.0,0.9,0.0,10.01,"$1-24,999",True,1.416667,A2E63643277665696D47A5E,,,,,,,,,253,9.0,25,61247,2500,2012-02-28 00:00:00,Q1 2012,F2473540867625877D75D8D,105.55,422.2,183.89,238.31,-8.06,0.0,2316.11,2316.11,0.0,1.0,0,0,0.0,18
C2F434117559498318C40E1,273005,2008-01-29 08:27:22.997000000,C,36,Completed,2010-05-11,0.22236999999999998,0.2,0.19,,,,,,,3,CA,Other,Self-employed,10.0,False,False,,2008-01-21 22:47:21.573000000,640.0,659.0,2000-08-02 00:00:00,13.0,11.0,29.0,6,322.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,5082.0,0.42,6918.0,20.0,1.0,0.0,3.23,"$1-24,999",True,833.333333,6D3334122231094556F358F,,,,,,,,,0,,73,27370,6000,2008-02-12 00:00:00,Q1 2008,671C3407749926100A7A9A0,202.63,8072.63,6218.57,1854.06,-92.7,0.0,0.0,0.0,0.0,1.0,0,0,0.0,196
C6EE341511358170810214B,295804,2008-03-19 17:07:10.020000000,A,36,Completed,2011-04-04,0.18454,0.17,0.16,,,,,,,1,IN,Other,Part-time,31.0,True,True,C9BA33945564467039E7B96,2008-03-19 17:02:50.597000000,720.0,739.0,1990-11-28 00:00:00,19.0,18.0,28.0,17,835.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30481.0,0.65,8692.0,25.0,0.96,1.0,2.07,"$1-24,999",True,916.666667,9FE23417415210498E781F8,,,,,,,,,0,,71,29261,24000,2008-04-03 00:00:00,Q2 2008,3DBF34131619775359459E9,855.67,29392.63,24000.03,5392.6,-305.01,-615.82,0.0,0.0,0.0,1.0,0,0,0.0,212
34E53401837087119659558,212936,2007-10-08 17:46:17.530000000,D,36,Completed,2008-09-29,0.16119,0.15,0.14,,,,,,,0,MO,Student - College Senior,Part-time,32.0,False,False,,2007-10-02 15:48:27.140000000,600.0,619.0,2000-03-09 00:00:00,8.0,6.0,20.0,5,270.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,8991.0,0.83,1469.0,12.0,0.83,2.0,10.01,"$1-24,999",False,0.083333,A9703402497349288B58E86,1.0,3.0,3.0,0.0,0.0,3500.0,0.0,-80.0,0,,77,20816,1600,2007-10-16 00:00:00,Q4 2007,D28E3382954632531EA566D,55.46,1801.85,1600.0,201.85,-13.46,0.0,0.0,0.0,0.0,1.0,0,0,0.0,72
30CD33853626575608E7597,121338,2007-04-09 20:33:03.133000000,D,36,Completed,2007-06-05,0.25756999999999997,0.25,0.24,,,,,,,0,,Other,Self-employed,1.0,True,False,,2007-04-02 02:02:00.263000000,620.0,639.0,2000-02-01 00:00:00,13.0,12.0,18.0,11,912.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,67512.0,0.85,2952.0,18.0,0.94,2.0,10.01,"$1-24,999",False,0.083333,5704338688768946101C6DC,,,,,,,,,0,,83,13145,8000,2007-04-23 00:00:00,Q2 2007,4F013385803925881A33A27,318.08,8234.25,8000.0,234.25,-9.37,0.0,0.0,0.0,0.0,1.0,0,0,0.0,73
51D93557068002156235437,632517,2012-09-03 05:56:25.970000000,,36,Current,,0.17754,0.1414,0.1314,0.1292,0.0449,0.0843,5.0,B,6.0,2,MI,Teacher's Aide,Employed,36.0,False,False,,2012-09-03 05:56:24,660.0,679.0,1999-05-30 00:00:00,12.0,12.0,16.0,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,795.0,0.66,405.0,15.0,0.93,0.0,4.54,"$1-24,999",True,158.333333,023736612942503718A4AF9,1.0,10.0,10.0,0.0,0.0,2000.0,1620.2,-1.0,0,,18,73377,2500,2012-09-05 00:00:00,Q3 2012,0D8D3527047880004358351,85.61,1455.37,1024.93,430.44,-27.09,-29.1,0.0,0.0,0.0,1.0,0,0,0.0,22
84683406449636521F50A18,246439,2007-12-07 09:38:10.533000000,C,36,Completed,2008-12-08,0.11587,0.1,0.09,,,,,,,1,CA,Clerical,Part-time,10.0,False,False,,2007-11-30 22:16:31.063000000,660.0,679.0,1989-10-01 00:00:00,10.0,8.0,12.0,10,248.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,8838.0,0.29,21262.0,12.0,1.0,3.0,10.01,"$1-24,999",False,0.083333,6AA3340728397012837E560,1.0,2.0,2.0,0.0,0.0,1000.0,0.0,-40.0,0,,75,23745,1100,2007-12-18 00:00:00,Q4 2007,A0A2337845717361946A887,35.49,1174.36,1100.0,74.36,-7.41,0.0,0.0,0.0,0.0,1.0,1,1,500.0,25
DF463383264956738F7687F,111216,2007-03-14 18:54:31.993000000,D,36,Completed,2010-04-02,0.28018000000000004,0.2725,0.2525,,,,,,,0,IL,Construction,Full-time,54.0,True,True,,2007-03-14 18:42:24.030000000,620.0,639.0,1993-02-04 00:00:00,11.0,11.0,34.0,1,46.0,3.0,4.0,0.0,0.0,43.0,1.0,0.0,1545.0,0.97,44.0,28.0,0.5,0.0,10.01,"$1-24,999",False,0.083333,0F1233859366525999DBBA5,,,,,,,,,0,,83,9534,15000,2007-04-02 00:00:00,Q2 2007,683D33815441365755662EB,350.92,21985.15,15004.57,6980.58,-265.93,0.0,0.0,0.0,0.0,1.0,0,0,0.0,194
BFC63388971047766387972,131985,2007-05-02 22:22:31.080000000,C,36,Completed,2010-05-26,0.15713,0.15,0.14,,,,,,,0,NC,Other,Full-time,68.0,False,True,5E6E3385884089066287C53,2007-05-02 20:53:27.980000000,640.0,659.0,1994-04-26 00:00:00,3.0,1.0,24.0,1,0.0,4.0,12.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,22.0,0.69,0.0,10.01,"$1-24,999",False,0.083333,4CF333894021800512569AC,,,,,,,,,0,,82,14948,5000,2007-05-15 00:00:00,Q2 2007,89AF33814775422865EE38E,173.33,6244.76,4999.99,1244.77,-82.98,0.0,0.0,0.0,0.0,1.0,1,1,500.0,37
52B835344938312113FFF3E,544135,2011-12-11 19:38:21.163000000,,36,Chargedoff,2012-12-28,0.35285,0.3127,0.3027,0.285,0.165,0.12,1.0,HR,4.0,1,WI,Skilled Labor,Employed,159.0,False,False,,2011-12-11 19:38:17,680.0,699.0,1998-10-27 00:00:00,11.0,11.0,24.0,11,304.0,0.0,3.0,2.0,0.0,28.0,2.0,0.0,5691.0,0.88,525.0,23.0,0.82,1.0,3.81,"$1-24,999",True,125.0,2CF03639304804112B5827A,,,,,,,,,559,12.0,27,58048,4000,2011-12-28 00:00:00,Q4 2011,4ABF35342979726958ED380,172.6,1193.2,499.81,693.39,-22.17,0.0,3500.19,3500.19,0.0,1.0,0,0,0.0,66
97AA3380318971768375CB0,95801,2007-02-09 10:09:48.180000000,C,36,Completed,2010-02-21,0.14709,0.14,0.125,,,,,,,0,AZ,Other,Not available,,False,True,,2007-01-31 11:05:24.510000000,660.0,679.0,1998-08-01 00:00:00,,,27.0,9,780.0,4.0,15.0,0.0,,0.0,0.0,,,,,,,,10.01,Not displayed,False,0.083333,5B65338224009973561E6B1,,,,,,,,,0,,85,7658,2500,2007-02-21 00:00:00,Q1 2007,0CFE33796006722736FDA1D,81.87,3033.38,2500.0,533.38,-20.51,0.0,0.0,0.0,0.0,1.0,0,0,0.0,84
AC333538142180742BCDAA9,554569,2012-01-26 17:53:31.930000000,,36,Current,,0.35796999999999995,0.3177,0.3077,0.2896,0.165,0.1246,1.0,HR,3.0,2,CO,Food Service Management,Employed,196.0,False,False,,2012-01-26 17:53:26,740.0,759.0,1988-04-01 00:00:00,10.0,8.0,44.0,5,223.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,8809.0,0.62,5391.0,42.0,0.92,2.0,10.01,"$1-24,999",True,6.25,E4AE3640986092929F64F05,,,,,,,,,0,,26,59747,4000,2012-01-31 00:00:00,Q1 2012,197535376687961932E1445,173.71,4342.75,2365.35,1977.4,-62.25,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1
02A5356232283583232DAF4,672756,2012-11-18 08:04:10.490000000,,36,Current,,0.23939000000000002,0.2019,0.1919,0.1783,0.0799,0.0984,4.0,C,6.0,1,CA,Other,Other,334.0,False,False,,2012-11-18 08:04:07,700.0,719.0,1998-04-09 00:00:00,16.0,16.0,40.0,15,628.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,20671.0,0.65,7992.0,39.0,0.94,0.0,10.01,"$1-24,999",True,2.666667,38633667454427384EC8AC8,,,,,,,,,0,,16,78279,14500,2012-11-29 00:00:00,Q4 2012,B14935633998478958BD506,540.28,8104.2,5012.76,3091.44,-153.14,0.0,0.0,0.0,0.0,1.0,0,0,0.0,243
FC8C338385725884854FF8F,106712,2007-03-05 10:34:36.647000000,HR,36,Defaulted,2008-09-10,0.30564,0.29,0.28,,,,,,,0,,Clerical,Full-time,2.0,True,False,,2007-02-21 10:36:57.757000000,540.0,559.0,2000-01-08 00:00:00,12.0,10.0,22.0,8,235.0,8.0,12.0,2.0,257.0,0.0,0.0,0.0,6721.0,0.98,381.0,21.0,0.59,5.0,4.14,"$1-24,999",True,143.0,211933830370594795FCA7C,,,,,,,,,580,18.0,84,8357,1750,2007-03-12 00:00:00,Q1 2007,01DA3382241797159B9FE89,73.34,953.42,465.14,488.28,-16.85,0.0,1284.84,1284.86,0.0,1.0,1,0,0.0,20
E8D43390845370689C5D338,147260,2007-06-05 14:26:46.237000000,HR,36,Completed,2010-06-13,0.06698,0.05,0.04,,,,,,,0,PA,Other,Full-time,87.0,True,False,,2007-05-21 10:42:40.693000000,540.0,559.0,2000-02-23 00:00:00,2.0,2.0,11.0,0,0.0,2.0,7.0,6.0,10651.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,0.18,0.0,10.01,"$1-24,999",False,0.083333,45A73390764530671A8AB13,,,,,,,,,0,,81,15973,1000,2007-06-13 00:00:00,Q2 2007,EB7A337489011706779BBC2,29.97,1079.03,999.9,79.13,-15.83,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1
CC3A3412736348077687F29,276735,2008-02-06 17:38:16.933000000,AA,36,Completed,2009-06-02,0.13705,0.13,0.13,,,,,,,1,NY,Administrative Assistant,Part-time,3.0,False,False,,2008-01-25 13:40:35.977000000,760.0,779.0,1989-07-28 00:00:00,19.0,18.0,27.0,18,365.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,22854.0,0.24,58258.0,23.0,1.0,3.0,2.45,"$1-24,999",True,250.0,780634141441735957A45B9,,,,,,,,,0,,73,27581,5000,2008-02-20 00:00:00,Q1 2008,EAC23411691903410EDB692,168.47,5330.09,5000.0,330.09,0.0,-32.34,0.0,0.0,0.0,1.0,1,1,80.02,22
CB7233785082860552EE068,81857,2007-01-05 21:16:13.977000000,B,36,Completed,2010-01-18,0.14508,0.138,0.133,,,,,,,0,FL,Other,Not available,,True,True,CC8D33653247904019A9059,2006-12-18 10:48:43.850000000,700.0,719.0,1995-11-01 00:00:00,,,39.0,7,188.0,4.0,23.0,0.0,,0.0,0.0,,,,,,,,2.19,Not displayed,True,936.416667,0678337872004992569DEDE,,,,,,,,,0,,86,6622,7580,2007-01-18 00:00:00,Q1 2007,25853374834959357D23321,258.33,9299.0,7580.0,1719.0,-62.28,0.0,0.0,0.0,0.0,1.0,0,0,0.0,199
3F5F3390808578217B8A800,140969,2007-05-21 17:29:34.803000000,D,36,Completed,2010-06-17,0.26461,0.257,0.247,,,,,,,0,GA,Sales - Commission,Self-employed,14.0,True,True,C9643379247860156A00EC0,2007-05-20 16:25:03.277000000,600.0,619.0,1992-01-01 00:00:00,9.0,8.0,41.0,6,73.0,3.0,13.0,0.0,0.0,19.0,0.0,0.0,2474.0,0.9,255.0,38.0,0.84,3.0,10.01,"$1-24,999",False,0.083333,AB99339094918558907CC9C,,,,,,,,,0,12.0,81,15669,3001,2007-06-05 00:00:00,Q2 2007,4E8D3390878914668BCA220,120.43,4419.34,3000.99,1418.35,-42.43,-102.37,0.0,0.0,0.0,1.0,0,0,0.0,44
55E63529408321159E254A0,535243,2011-10-24 18:16:53.277000000,,60,Chargedoff,2013-12-27,0.28408,0.2605,0.2505,0.2445,0.085,0.1595,4.0,C,5.0,1,AL,Other,Other,484.0,True,False,,2011-10-24 18:16:50,680.0,699.0,1997-03-31 00:00:00,12.0,12.0,32.0,8,598.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18576.0,0.6,10255.0,29.0,1.0,0.0,7.27,"$1-24,999",True,212.75,B37536328018264112DA07C,2.0,43.0,43.0,0.0,0.0,4000.0,1374.62,-17.0,195,26.0,29,55111,10000,2011-10-27 00:00:00,Q4 2011,62CC3396732133976A129D3,299.7,6293.7,2163.42,4130.28,-158.55,0.0,7836.58,7836.58,0.0,1.0,0,0,0.0,25
76B3338605574303500251B,118903,2007-04-04 09:29:18.323000000,D,36,Defaulted,2008-07-18,0.22693000000000002,0.2195,0.1995,,,,,,,0,CA,Other,Full-time,54.0,False,True,B8A233649839847309BEDB0,2007-03-26 07:08:48.320000000,600.0,619.0,2000-02-23 00:00:00,12.0,10.0,12.0,10,952.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,27412.0,0.76,8620.0,12.0,0.91,1.0,10.01,"$1-24,999",False,0.083333,C6943387985343901D9ED12,,,,,,,,,1076,15.0,83,13073,10500,2007-04-19 00:00:00,Q2 2007,78E333844439879953D8B1E,400.73,3904.76,2175.65,1729.11,-82.54,0.0,8324.34,8324.35,0.0,1.0,0,0,0.0,219
3FC03378876784759B1D6F8,86893,2007-01-19 22:04:14.633000000,D,36,Chargedoff,2008-01-29,0.18977,0.1825,0.1725,,,,,,,0,,Other,Not available,,False,True,C80D337515684920818AB06,2007-01-10 15:16:22.020000000,600.0,619.0,1998-12-22 00:00:00,,,4.0,1,15.0,0.0,6.0,0.0,,1.0,0.0,,,,,,,,10.01,Not displayed,False,0.083333,D3A7338088077125082D824,,,,,,,,,2353,12.0,86,7040,3000,2007-01-31 00:00:00,Q1 2007,B1E43379003408048CCF6F0,108.83,753.67,465.0,288.67,-8.14,0.0,2534.99,2535.0,0.0,1.0,0,0,0.0,118
84B13389120679351FD182C,141816,2007-05-23 10:34:54.053000000,B,36,Defaulted,2009-07-04,0.16105,0.1539,0.1389,,,,,,,0,GA,Retail Management,Full-time,10.0,True,True,FEF83377364176536637E50,2007-05-16 17:46:47.037000000,700.0,719.0,1993-06-01 00:00:00,10.0,8.0,32.0,4,199.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,7946.0,0.87,1177.0,25.0,1.0,2.0,5.15,Not displayed,True,279.333333,CAFA3391235688780CFCE30,,,,,,,,,143,25.0,81,15662,12000,2007-06-05 00:00:00,Q2 2007,5BF233884296313787EB11C,418.28,8287.89,5973.67,2314.22,-155.41,0.0,6026.33,6026.33,0.0,1.0,0,0,0.0,276
